PERMNO,date,PRC,RETX
66181,01/05/2012,52.32,0.010234
66181,02/05/2012,52.71,0.007454
66181,03/05/2012,52.47,-0.004553
66181,04/05/2012,51.96,-0.00972
66181,07/05/2012,51.39,-0.01097
66181,08/05/2012,50.62,-0.014983
66181,09/05/2012,50.11,-0.010075
66181,10/05/2012,50.62,0.010178
66181,11/05/2012,50.34,-0.005531
66181,14/05/2012,49.88,-0.009138
66181,15/05/2012,48.67,-0.024258
66181,16/05/2012,48.77,0.002055
66181,17/05/2012,47.02,-0.035883
66181,18/05/2012,47.05,0.000638
66181,21/05/2012,47.61,0.011902
66181,22/05/2012,48.26,0.013653
66181,23/05/2012,48.74,0.009946
66181,24/05/2012,49.71,0.019901
66181,25/05/2012,49.44,-0.005432
66181,29/05/2012,49.78,0.006877
66181,30/05/2012,49.71,-0.001406
66181,31/05/2012,49.34,-0.007443
66181,01/06/2012,47.96,-0.027969
66181,04/06/2012,48.76,0.016681
66181,05/06/2012,48.92,0.003281
66181,06/06/2012,50.6,0.034342
66181,07/06/2012,51.24,0.012648
66181,08/06/2012,52.35,0.021663
66181,11/06/2012,51.35,-0.019102
66181,12/06/2012,52.24,0.017332
66181,13/06/2012,50.97,-0.024311
66181,14/06/2012,52.16,0.023347
66181,15/06/2012,51.87,-0.00556
66181,18/06/2012,52.32,0.008676
66181,19/06/2012,52.97,0.012424
66181,20/06/2012,52.83,-0.002643
66181,21/06/2012,51.26,-0.029718
66181,22/06/2012,52.02,0.014826
66181,25/06/2012,51.52,-0.009612
66181,26/06/2012,51.88,0.006988
66181,27/06/2012,51.55,-0.006361
66181,28/06/2012,51.69,0.002716
66181,29/06/2012,52.99,0.02515
66181,02/07/2012,53.01,0.000377
66181,03/07/2012,51.65,-0.025655
66181,05/07/2012,52.11,0.008906
66181,06/07/2012,52.15,0.000768
66181,09/07/2012,52.12,-0.000575
66181,10/07/2012,52.22,0.001919
66181,11/07/2012,51.67,-0.010532
66181,12/07/2012,51.55,-0.002322
66181,13/07/2012,52.09,0.010475
66181,16/07/2012,51.45,-0.012286
66181,17/07/2012,50.72,-0.014189
66181,18/07/2012,50.91,0.003746
66181,19/07/2012,50.96,0.000982
66181,20/07/2012,50.7,-0.005102
66181,23/07/2012,50.96,0.005128
66181,24/07/2012,51.17,0.004121
66181,25/07/2012,51.07,-0.001954
66181,26/07/2012,52.91,0.036029
66181,27/07/2012,53.71,0.01512
66181,30/07/2012,53.25,-0.008564
66181,31/07/2012,52.18,-0.020094
66181,01/08/2012,51.68,-0.009582
66181,02/08/2012,51.39,-0.005611
66181,03/08/2012,52.29,0.017513
66181,06/08/2012,52,-0.005546
66181,07/08/2012,52.4,0.007692
66181,08/08/2012,52.79,0.007443
66181,09/08/2012,53.15,0.006819
66181,10/08/2012,53.06,-0.001693
66181,13/08/2012,52.82,-0.004523
66181,14/08/2012,54.71,0.035782
66181,15/08/2012,55,0.005301
66181,16/08/2012,56.31,0.023818
66181,17/08/2012,56.73,0.007459
66181,20/08/2012,56.57,-0.00282
66181,21/08/2012,56.32,-0.004419
66181,22/08/2012,56.64,0.005682
66181,23/08/2012,56.55,-0.001589
66181,24/08/2012,56.96,0.00725
66181,27/08/2012,56.67,-0.005091
66181,28/08/2012,56.53,-0.00247
66181,29/08/2012,56.84,0.005484
66181,30/08/2012,56.62,-0.003871
66181,31/08/2012,56.75,0.002296
66181,04/09/2012,56.79,0.000705
66181,05/09/2012,56.54,-0.004402
66181,06/09/2012,57.65,0.019632
66181,07/09/2012,57.26,-0.006765
66181,10/09/2012,57.3,0.000699
66181,11/09/2012,56.72,-0.010122
66181,12/09/2012,57.05,0.005818
66181,13/09/2012,58.3,0.021911
66181,14/09/2012,59.46,0.019897
66181,17/09/2012,58.91,-0.00925
66181,18/09/2012,58.86,-0.000849
66181,19/09/2012,59.47,0.010364
66181,20/09/2012,59.28,-0.003195
66181,21/09/2012,59.42,0.002362
66181,24/09/2012,59.39,-0.000505
66181,25/09/2012,59.72,0.005557
66181,26/09/2012,59.17,-0.00921
66181,27/09/2012,59.88,0.011999
66181,28/09/2012,60.37,0.008183
66181,01/10/2012,60.57,0.003313
66181,02/10/2012,60.33,-0.003962
66181,03/10/2012,61.77,0.023869
66181,04/10/2012,61.74,-0.000486
66181,05/10/2012,63.2,0.023648
66181,08/10/2012,61.88,-0.020886
66181,09/10/2012,60.95,-0.015029
66181,10/10/2012,59.74,-0.019852
66181,11/10/2012,59.01,-0.01222
66181,12/10/2012,59.56,0.009321
66181,15/10/2012,60.65,0.018301
66181,16/10/2012,60.86,0.003462
66181,17/10/2012,61.39,0.008708
66181,18/10/2012,61.8,0.006679
66181,19/10/2012,61.89,0.001456
66181,22/10/2012,62.04,0.002424
66181,23/10/2012,61.75,-0.004674
66181,24/10/2012,61.28,-0.007611
66181,25/10/2012,60.48,-0.013055
66181,26/10/2012,60.04,-0.007275
66181,31/10/2012,61.38,0.022318
66181,01/11/2012,62.26,0.014337
66181,02/11/2012,62.02,-0.003855
66181,05/11/2012,62.38,0.005805
66181,06/11/2012,62.62,0.003847
66181,07/11/2012,61.99,-0.010061
66181,08/11/2012,60.86,-0.018229
66181,09/11/2012,60.96,0.001643
66181,12/11/2012,61.16,0.003281
66181,13/11/2012,63.38,0.036298
66181,14/11/2012,61.47,-0.030136
66181,15/11/2012,61.25,-0.003579
66181,16/11/2012,62.12,0.014204
66181,19/11/2012,63.33,0.019478
66181,20/11/2012,63.82,0.007737
66181,21/11/2012,64.09,0.004231
66181,23/11/2012,64.82,0.01139
66181,26/11/2012,64.67,-0.002314
66181,27/11/2012,64.16,-0.007886
66181,28/11/2012,64.83,0.010443
66181,29/11/2012,64.24,-0.009101
66181,30/11/2012,65.07,0.01292
66181,03/12/2012,64.98,-0.001383
66181,04/12/2012,64.24,-0.011388
66181,05/12/2012,64.02,-0.003425
66181,06/12/2012,64.34,0.004998
66181,07/12/2012,64.45,0.00171
66181,10/12/2012,63.04,-0.021877
66181,11/12/2012,62.89,-0.002379
66181,12/12/2012,62.93,0.000636
66181,13/12/2012,62.41,-0.008263
66181,14/12/2012,62.06,-0.005608
66181,17/12/2012,63.31,0.020142
66181,18/12/2012,63,-0.004897
66181,19/12/2012,61.77,-0.019524
66181,20/12/2012,61.97,0.003238
66181,21/12/2012,61.32,-0.010489
66181,24/12/2012,61.57,0.004077
66181,26/12/2012,61.14,-0.006984
66181,27/12/2012,61.07,-0.001145
66181,28/12/2012,60.65,-0.006877
66181,31/12/2012,61.85,0.019786
66181,02/01/2013,63.48,0.026354
66181,03/01/2013,63.3,-0.002836
66181,04/01/2013,63.18,-0.001896
66181,07/01/2013,62.8412,-0.005362
66181,08/01/2013,63.22,0.006028
66181,09/01/2013,63.17,-0.000791
66181,10/01/2013,63.62,0.007124
66181,11/01/2013,63.7,0.001257
66181,14/01/2013,63.48,-0.003454
66181,15/01/2013,63.95,0.007404
66181,16/01/2013,63.86,-0.001407
66181,17/01/2013,65.05,0.018635
66181,18/01/2013,65.47,0.006457
66181,22/01/2013,65.75,0.004277
66181,23/01/2013,66.46,0.010798
66181,24/01/2013,67.35,0.013392
66181,25/01/2013,67.82,0.006978
66181,28/01/2013,67.58,-0.003539
66181,29/01/2013,67.2,-0.005623
66181,30/01/2013,67.24,0.000595
66181,31/01/2013,66.92,-0.004759
66181,01/02/2013,67.3,0.005678
66181,04/02/2013,66.36,-0.013967
66181,05/02/2013,66.39,0.000452
66181,06/02/2013,66.67,0.004217
66181,07/02/2013,66.31,-0.0054
66181,08/02/2013,67.01,0.010557
66181,11/02/2013,66.38,-0.009402
66181,12/02/2013,67.32,0.014161
66181,13/02/2013,67.45,0.001931
66181,14/02/2013,67.34,-0.001631
66181,15/02/2013,67.52,0.002673
66181,19/02/2013,67.55,0.000444
66181,20/02/2013,66.44,-0.016432
66181,21/02/2013,64.38,-0.031005
66181,22/02/2013,65.58,0.018639
66181,25/02/2013,63.92,-0.025313
66181,26/02/2013,67.56,0.056946
66181,27/02/2013,68.06,0.007401
66181,28/02/2013,68.5,0.006465
66181,01/03/2013,69.03,0.007737
66181,04/03/2013,70.29,0.018253
66181,05/03/2013,70.47,0.002561
66181,06/03/2013,70.48,0.000142
66181,07/03/2013,70.25,-0.003263
66181,08/03/2013,71.37,0.015943
66181,11/03/2013,71.32,-0.000701
66181,12/03/2013,70.75,-0.007992
66181,13/03/2013,70.76,0.000141
66181,14/03/2013,70.24,-0.007349
66181,15/03/2013,69.05,-0.016942
66181,18/03/2013,69.35,0.004345
66181,19/03/2013,68.79,-0.008075
66181,20/03/2013,68.88,0.001308
66181,21/03/2013,68.95,0.001016
66181,22/03/2013,69.56,0.008847
66181,25/03/2013,69.47,-0.001294
66181,26/03/2013,70.05,0.008349
66181,27/03/2013,69.65,-0.00571
66181,28/03/2013,69.78,0.001866
66181,01/04/2013,69.67,-0.001576
66181,02/04/2013,71.02,0.019377
66181,03/04/2013,70.36,-0.009293
66181,04/04/2013,70.69,0.00469
66181,05/04/2013,70.06,-0.008912
66181,08/04/2013,71.22,0.016557
66181,09/04/2013,71.2,-0.000281
66181,10/04/2013,71.69,0.006882
66181,11/04/2013,71.9,0.002929
66181,12/04/2013,73.62,0.023922
66181,15/04/2013,72.23,-0.018881
66181,16/04/2013,72.46,0.003184
66181,17/04/2013,72.8,0.004692
66181,18/04/2013,72.48,-0.004396
66181,19/04/2013,74,0.020971
66181,22/04/2013,73.86,-0.001892
66181,23/04/2013,73.38,-0.006499
66181,24/04/2013,73.28,-0.001363
66181,25/04/2013,73.37,0.001228
66181,26/04/2013,73.35,-0.000273
66181,29/04/2013,73.67,0.004363
66181,30/04/2013,73.35,-0.004344
66181,01/05/2013,72.76,-0.008044
66181,02/05/2013,73.33,0.007834
66181,03/05/2013,73.96,0.008591
66181,06/05/2013,75.26,0.017577
66181,07/05/2013,75.07,-0.002525
66181,08/05/2013,75.42,0.004662
66181,09/05/2013,75.87,0.005967
66181,10/05/2013,76.01,0.001845
66181,13/05/2013,76.67,0.008683
66181,14/05/2013,77.32,0.008478
66181,15/05/2013,77.88,0.007243
66181,16/05/2013,76.75,-0.014509
66181,17/05/2013,76.86,0.001433
66181,20/05/2013,76.76,-0.001301
66181,21/05/2013,78.71,0.025404
66181,22/05/2013,79.69,0.012451
66181,23/05/2013,78.91,-0.009788
66181,24/05/2013,78.99,0.001014
66181,28/05/2013,79.82,0.010508
66181,29/05/2013,79.49,-0.004134
66181,30/05/2013,79.44,-0.000629
66181,31/05/2013,78.66,-0.009819
66181,03/06/2013,79.08,0.005339
66181,04/06/2013,76.63,-0.030981
66181,05/06/2013,75.1,-0.019966
66181,06/06/2013,77.26,0.028762
66181,07/06/2013,78.74,0.019156
66181,10/06/2013,77.73,-0.012827
66181,11/06/2013,77.61,-0.001544
66181,12/06/2013,76.4,-0.015591
66181,13/06/2013,76.53,0.001702
66181,14/06/2013,76.59,0.000784
66181,17/06/2013,76.14,-0.005875
66181,18/06/2013,77.19,0.01379
66181,19/06/2013,75.93,-0.016323
66181,20/06/2013,73.87,-0.02713
66181,21/06/2013,73.82,-0.000677
66181,24/06/2013,73.51,-0.004199
66181,25/06/2013,74.14,0.00857
66181,26/06/2013,75.67,0.020637
66181,27/06/2013,76.27,0.007929
66181,28/06/2013,77.47,0.015734
66181,01/07/2013,76.87,-0.007745
66181,02/07/2013,77.31,0.005724
66181,03/07/2013,77.73,0.005433
66181,05/07/2013,78.29,0.007204
66181,08/07/2013,79.22,0.011879
66181,09/07/2013,79.7,0.006059
66181,10/07/2013,79.4,-0.003764
66181,11/07/2013,79.86,0.005793
66181,12/07/2013,80.54,0.008515
66181,15/07/2013,80.4,-0.001738
66181,16/07/2013,80.22,-0.002239
66181,17/07/2013,80.44,0.002742
66181,18/07/2013,80.02,-0.005221
66181,19/07/2013,79.89,-0.001625
66181,22/07/2013,80,0.001377
66181,23/07/2013,80.19,0.002375
66181,24/07/2013,80.27,0.000998
66181,25/07/2013,78.99,-0.015946
66181,26/07/2013,78.74,-0.003165
66181,29/07/2013,78.67,-0.000889
66181,30/07/2013,78.6,-0.00089
66181,31/07/2013,79.03,0.005471
66181,01/08/2013,78.64,-0.004935
66181,02/08/2013,80.23,0.020219
66181,05/08/2013,79.66,-0.007105
66181,06/08/2013,80.05,0.004896
66181,07/08/2013,78.83,-0.01524
66181,08/08/2013,80.04,0.015349
66181,09/08/2013,78.97,-0.013368
66181,12/08/2013,79.2,0.002912
66181,13/08/2013,79.44,0.00303
66181,14/08/2013,77.44,-0.025176
66181,15/08/2013,75.14,-0.0297
66181,16/08/2013,75.38,0.003194
66181,19/08/2013,75.21,-0.002255
66181,20/08/2013,74.29,-0.012232
66181,21/08/2013,73.73,-0.007538
66181,22/08/2013,74,0.003662
66181,23/08/2013,73.89,-0.001486
66181,26/08/2013,75.43,0.020842
66181,27/08/2013,74.12,-0.017367
66181,28/08/2013,75.03,0.012277
66181,29/08/2013,75.05,0.000267
66181,30/08/2013,74.49,-0.007462
66181,03/09/2013,73.9,-0.00792
66181,04/09/2013,74.14,0.003248
66181,05/09/2013,72.99,-0.015511
66181,06/09/2013,72.7,-0.003973
66181,09/09/2013,73.58,0.012105
66181,10/09/2013,74.6,0.013862
66181,11/09/2013,75.04,0.005898
66181,12/09/2013,75.4,0.004797
66181,13/09/2013,75.11,-0.003846
66181,16/09/2013,75.54,0.005725
66181,17/09/2013,75.8,0.003442
66181,18/09/2013,77.37,0.020712
66181,19/09/2013,78.51,0.014734
66181,20/09/2013,77,-0.019233
66181,23/09/2013,75.91,-0.014156
66181,24/09/2013,76.04,0.001713
66181,25/09/2013,75.52,-0.006839
66181,26/09/2013,76.07,0.007283
66181,27/09/2013,75.96,-0.001446
66181,30/09/2013,75.85,-0.001448
66181,01/10/2013,76.26,0.005405
66181,02/10/2013,76.32,0.000787
66181,03/10/2013,75.88,-0.005765
66181,04/10/2013,75.78,-0.001318
66181,07/10/2013,75.13,-0.008577
66181,08/10/2013,74.27,-0.011447
66181,09/10/2013,74.14,-0.00175
66181,10/10/2013,75.51,0.018479
66181,11/10/2013,76.32,0.010727
66181,14/10/2013,76.35,0.000393
66181,15/10/2013,75.18,-0.015324
66181,16/10/2013,74.94,-0.003192
66181,17/10/2013,75.74,0.010675
66181,18/10/2013,74.69,-0.013863
66181,21/10/2013,74.62,-0.000937
66181,22/10/2013,74.86,0.003216
66181,23/10/2013,75.08,0.002939
66181,24/10/2013,76.78,0.022642
66181,25/10/2013,76.25,-0.006903
66181,28/10/2013,76.06,-0.002492
66181,29/10/2013,77.5,0.018932
66181,30/10/2013,77.88,0.004903
66181,31/10/2013,77.89,0.000128
66181,01/11/2013,76.99,-0.011555
66181,04/11/2013,77,0.00013
66181,05/11/2013,76.65,-0.004545
66181,06/11/2013,76.42,-0.003001
66181,07/11/2013,75.69,-0.009552
66181,08/11/2013,75.48,-0.002774
66181,11/11/2013,75.37,-0.001457
66181,12/11/2013,76.18,0.010747
66181,13/11/2013,77.6,0.01864
66181,14/11/2013,78.94,0.017268
66181,15/11/2013,80.03,0.013808
66181,18/11/2013,79.67,-0.004498
66181,19/11/2013,80.38,0.008912
66181,20/11/2013,79.75,-0.007838
66181,21/11/2013,79.83,0.001003
66181,22/11/2013,79.18,-0.008142
66181,25/11/2013,79.75,0.007199
66181,26/11/2013,80.35,0.007523
66181,27/11/2013,80.66,0.003858
66181,29/11/2013,80.67,0.000124
66181,02/12/2013,79.77,-0.011157
66181,03/12/2013,78.71,-0.013288
66181,04/12/2013,78.4,-0.003938
66181,05/12/2013,78.54,0.001786
66181,06/12/2013,79.84,0.016552
66181,09/12/2013,79.6,-0.003006
66181,10/12/2013,78.61,-0.012437
66181,11/12/2013,79,0.004961
66181,12/12/2013,78.53,-0.005949
66181,13/12/2013,79.01,0.006112
66181,16/12/2013,79.1,0.001139
66181,17/12/2013,78.62,-0.006068
66181,18/12/2013,80.05,0.018189
66181,19/12/2013,79.95,-0.001249
66181,20/12/2013,80.04,0.001126
66181,23/12/2013,80.56,0.006497
66181,24/12/2013,80.64,0.000993
66181,26/12/2013,81.55,0.011285
66181,27/12/2013,81.64,0.001104
66181,30/12/2013,81.94,0.003675
66181,31/12/2013,82.34,0.004882
66181,02/01/2014,82.02,-0.003886
66181,03/01/2014,81.89,-0.001585
66181,06/01/2014,81.1,-0.009647
66181,07/01/2014,81.5,0.004932
66181,08/01/2014,81.93,0.005276
66181,09/01/2014,81.57,-0.004394
66181,10/01/2014,82.01,0.005394
66181,13/01/2014,80.97,-0.012681
66181,14/01/2014,81.01,0.000494
66181,15/01/2014,81.07,0.000741
66181,16/01/2014,81.26,0.002344
66181,17/01/2014,81,-0.0032
66181,21/01/2014,80.46,-0.006667
66181,22/01/2014,80.2,-0.003231
66181,23/01/2014,80.24,0.000499
66181,24/01/2014,79.16,-0.01346
66181,27/01/2014,78.94,-0.002779
66181,28/01/2014,78.54,-0.005067
66181,29/01/2014,76.68,-0.023682
66181,30/01/2014,76.93,0.00326
66181,31/01/2014,76.85,-0.00104
66181,03/02/2014,75.09,-0.022902
66181,04/02/2014,74.97,-0.001598
66181,05/02/2014,75.26,0.003868
66181,06/02/2014,76.16,0.011959
66181,07/02/2014,76.45,0.003808
66181,10/02/2014,76.41,-0.000523
66181,11/02/2014,76.7,0.003795
66181,12/02/2014,77.28,0.007562
66181,13/02/2014,77.59,0.004011
66181,14/02/2014,77.93,0.004382
66181,18/02/2014,77.57,-0.00462
66181,19/02/2014,76.45,-0.014439
66181,20/02/2014,77.48,0.013473
66181,21/02/2014,77.74,0.003356
66181,24/02/2014,77.87,0.001672
66181,25/02/2014,80.98,0.039938
66181,26/02/2014,81.7,0.008891
66181,27/02/2014,81.97,0.003305
66181,28/02/2014,82.03,0.000732
66181,03/03/2014,82,-0.000366
66181,04/03/2014,82.87,0.01061
66181,05/03/2014,82.91,0.000483
66181,06/03/2014,82.41,-0.006031
66181,07/03/2014,82.55,0.001699
66181,10/03/2014,82.18,-0.004482
66181,11/03/2014,81.29,-0.01083
66181,12/03/2014,80.56,-0.00898
66181,13/03/2014,78.8,-0.021847
66181,14/03/2014,79.38,0.00736
66181,17/03/2014,79.58,0.00252
66181,18/03/2014,79.82,0.003016
66181,19/03/2014,79.75,-0.000877
66181,20/03/2014,80.09,0.004263
66181,21/03/2014,80.42,0.00412
66181,24/03/2014,79.66,-0.00945
66181,25/03/2014,79.47,-0.002385
66181,26/03/2014,78.87,-0.00755
66181,27/03/2014,78.68,-0.002409
66181,28/03/2014,78.72,0.000508
66181,31/03/2014,79.13,0.005208
66181,01/04/2014,79.38,0.003159
66181,02/04/2014,79.95,0.007181
66181,03/04/2014,79.4,-0.006879
66181,04/04/2014,78.72,-0.008564
66181,07/04/2014,77.13,-0.020198
66181,08/04/2014,77.11,-0.000259
66181,09/04/2014,77.76,0.00843
66181,10/04/2014,76.78,-0.012603
66181,11/04/2014,75.7,-0.014066
66181,14/04/2014,75.97,0.003567
66181,15/04/2014,75.89,-0.001053
66181,16/04/2014,76.58,0.009092
66181,17/04/2014,77.09,0.00666
66181,21/04/2014,77.96,0.011286
66181,22/04/2014,79.67,0.021934
66181,23/04/2014,78.52,-0.014435
66181,24/04/2014,79.77,0.01592
66181,25/04/2014,79.38,-0.004889
66181,28/04/2014,80.17,0.009952
66181,29/04/2014,79.52,-0.008108
66181,30/04/2014,79.51,-0.000126
66181,01/05/2014,79.33,-0.002264
66181,02/05/2014,79.4,0.000882
66181,05/05/2014,78.69,-0.008942
66181,06/05/2014,77.42,-0.016139
66181,07/05/2014,77.08,-0.004392
66181,08/05/2014,77.05,-0.000389
66181,09/05/2014,77.71,0.008566
66181,12/05/2014,78.27,0.007206
66181,13/05/2014,77.27,-0.012776
66181,14/05/2014,76.31,-0.012424
66181,15/05/2014,76.24,-0.000917
66181,16/05/2014,77.36,0.01469
66181,19/05/2014,76.5,-0.011117
66181,20/05/2014,77.96,0.019085
66181,21/05/2014,78.08,0.001539
66181,22/05/2014,78.78,0.008965
66181,23/05/2014,79.18,0.005077
66181,27/05/2014,79.69,0.006441
66181,28/05/2014,79.68,-0.000126
66181,29/05/2014,79.9,0.002761
66181,30/05/2014,80.23,0.00413
66181,02/06/2014,80.84,0.007603
66181,03/06/2014,80.67,-0.002103
66181,04/06/2014,80.54,-0.001611
66181,05/06/2014,80.38,-0.001987
66181,06/06/2014,80.64,0.003235
66181,09/06/2014,80.61,-0.000372
66181,10/06/2014,80.74,0.001613
66181,11/06/2014,79.81,-0.011518
66181,12/06/2014,78.43,-0.017291
66181,13/06/2014,78.07,-0.00459
66181,16/06/2014,78.9,0.010632
66181,17/06/2014,80.02,0.014195
66181,18/06/2014,80.71,0.008623
66181,19/06/2014,80.44,-0.003345
66181,20/06/2014,80.17,-0.003357
66181,23/06/2014,80.64,0.005863
66181,24/06/2014,80.43,-0.002604
66181,25/06/2014,80.53,0.001243
66181,26/06/2014,80.75,0.002732
66181,27/06/2014,81.13,0.004706
66181,30/06/2014,80.96,-0.002095
66181,01/07/2014,81.82,0.010623
66181,02/07/2014,81.98,0.001956
66181,03/07/2014,82.05,0.000854
66181,07/07/2014,81.42,-0.007678
66181,08/07/2014,80.76,-0.008106
66181,09/07/2014,80.73,-0.000371
66181,10/07/2014,79.4,-0.016475
66181,11/07/2014,79.61,0.002645
66181,14/07/2014,79.46,-0.001884
66181,15/07/2014,79.86,0.005034
66181,16/07/2014,79.66,-0.002504
66181,17/07/2014,79.55,-0.001381
66181,18/07/2014,80.08,0.006662
66181,21/07/2014,79.71,-0.00462
66181,22/07/2014,80.54,0.010413
66181,23/07/2014,81.02,0.00596
66181,24/07/2014,81.2,0.002222
66181,25/07/2014,81.03,-0.002094
66181,28/07/2014,81.07,0.000494
66181,29/07/2014,80.98,-0.00111
66181,30/07/2014,81.76,0.009632
66181,31/07/2014,80.85,-0.01113
66181,01/08/2014,79.75,-0.013605
66181,04/08/2014,80.03,0.003511
66181,05/08/2014,80.03,0
66181,06/08/2014,80.52,0.006123
66181,07/08/2014,80.47,-0.000621
66181,08/08/2014,82.43,0.024357
66181,11/08/2014,82.88,0.005459
66181,12/08/2014,82.92,0.000483
66181,13/08/2014,83.12,0.002412
66181,14/08/2014,83.86,0.008903
66181,15/08/2014,83.69,-0.002027
66181,18/08/2014,83.59,-0.001195
66181,19/08/2014,88.23,0.055509
66181,20/08/2014,90.75,0.028562
66181,21/08/2014,91.15,0.004408
66181,22/08/2014,91.03,-0.001317
66181,25/08/2014,91.2,0.001867
66181,26/08/2014,91.63,0.004715
66181,27/08/2014,91.87,0.002619
66181,28/08/2014,92.51,0.006966
66181,29/08/2014,93.5,0.010702
66181,02/09/2014,91.15,-0.025134
66181,03/09/2014,89,-0.023588
66181,04/09/2014,89.93,0.010449
66181,05/09/2014,91.61,0.018681
66181,08/09/2014,90.82,-0.008624
66181,09/09/2014,88.93,-0.02081
66181,10/09/2014,89.25,0.003598
66181,11/09/2014,89.22,-0.000336
66181,12/09/2014,88.84,-0.004259
66181,15/09/2014,89.38,0.006078
66181,16/09/2014,90.27,0.009957
66181,17/09/2014,91.22,0.010524
66181,18/09/2014,92.09,0.009537
66181,19/09/2014,92.34,0.002715
66181,22/09/2014,91.89,-0.004873
66181,23/09/2014,91.49,-0.004353
66181,24/09/2014,93.02,0.016723
66181,25/09/2014,91.9,-0.01204
66181,26/09/2014,92.84,0.010228
66181,29/09/2014,92.88,0.000431
66181,30/09/2014,91.74,-0.012274
66181,01/10/2014,91.02,-0.007848
66181,02/10/2014,92.24,0.013404
66181,03/10/2014,93.54,0.014094
66181,06/10/2014,93.26,-0.002993
66181,07/10/2014,92.47,-0.008471
66181,08/10/2014,94.09,0.017519
66181,09/10/2014,93.07,-0.010841
66181,10/10/2014,92.55,-0.005587
66181,13/10/2014,90.6,-0.02107
66181,14/10/2014,90.1,-0.005519
66181,15/10/2014,87.85,-0.024972
66181,16/10/2014,88.88,0.011725
66181,17/10/2014,90.24,0.015302
66181,20/10/2014,91.85,0.017841
66181,21/10/2014,94.2,0.025585
66181,22/10/2014,93.34,-0.00913
66181,23/10/2014,94.8,0.015642
66181,24/10/2014,94.99,0.002004
66181,27/10/2014,95.47,0.005053
66181,28/10/2014,96.59,0.011731
66181,29/10/2014,96.42,-0.00176
66181,30/10/2014,97.52,0.011408
66181,31/10/2014,97.52,0
66181,03/11/2014,96.09,-0.014664
66181,04/11/2014,95.96,-0.001353
66181,05/11/2014,95.78,-0.001876
66181,06/11/2014,97.29,0.015765
66181,07/11/2014,97.65,0.0037
66181,10/11/2014,98.16,0.005223
66181,11/11/2014,98.14,-0.000204
66181,12/11/2014,98.49,0.003566
66181,13/11/2014,99,0.005178
66181,14/11/2014,98.24,-0.007677
66181,17/11/2014,98.03,-0.002138
66181,18/11/2014,95.98,-0.020912
66181,19/11/2014,96.7,0.007501
66181,20/11/2014,97.57,0.008997
66181,21/11/2014,98.28,0.007277
66181,24/11/2014,98.4,0.001221
66181,25/11/2014,97.01,-0.014126
66181,26/11/2014,97.7,0.007113
66181,28/11/2014,99.4,0.0174
66181,01/12/2014,98.88,-0.005231
66181,02/12/2014,98.16,-0.007281
66181,03/12/2014,98.59,0.004381
66181,04/12/2014,98.95,0.003651
66181,05/12/2014,99.64,0.006973
66181,08/12/2014,100.43,0.007929
66181,09/12/2014,99.64,-0.007866
66181,10/12/2014,98.94,-0.007025
66181,11/12/2014,100.27,0.013442
66181,12/12/2014,99.78,-0.004887
66181,15/12/2014,100.05,0.002706
66181,16/12/2014,97.06,-0.029885
66181,17/12/2014,98.94,0.01937
66181,18/12/2014,100.67,0.017485
66181,19/12/2014,101.93,0.012516
66181,22/12/2014,103.5,0.015403
66181,23/12/2014,103.76,0.002512
66181,24/12/2014,103.56,-0.001928
66181,26/12/2014,103.75,0.001835
66181,29/12/2014,104.53,0.007518
66181,30/12/2014,104.27,-0.002487
66181,31/12/2014,104.97,0.006713
66181,02/01/2015,103.43,-0.014671
66181,05/01/2015,101.26,-0.02098
66181,06/01/2015,100.95,-0.003061
66181,07/01/2015,104.41,0.034274
66181,08/01/2015,106.72,0.022124
66181,09/01/2015,104.89,-0.017148
66181,12/01/2015,104.42,-0.004481
66181,13/01/2015,103.73,-0.006608
66181,14/01/2015,102.64,-0.010508
66181,15/01/2015,101.01,-0.015881
66181,16/01/2015,104.12,0.030789
66181,20/01/2015,103.25,-0.008356
66181,21/01/2015,103.53,0.002712
66181,22/01/2015,106.07,0.024534
66181,23/01/2015,105.37,-0.006599
66181,26/01/2015,106.36,0.009395
66181,27/01/2015,105.16,-0.011282
66181,28/01/2015,104.74,-0.003994
66181,29/01/2015,107.62,0.027497
66181,30/01/2015,104.42,-0.029734
66181,02/02/2015,104.43,0.000096
66181,03/02/2015,107.24,0.026908
66181,04/02/2015,108.41,0.01091
66181,05/02/2015,108.99,0.00535
66181,06/02/2015,109.04,0.000459
66181,09/02/2015,108.34,-0.00642
66181,10/02/2015,110.67,0.021506
66181,11/02/2015,110.31,-0.003253
66181,12/02/2015,112.16,0.016771
66181,13/02/2015,111.89,-0.002407
66181,17/02/2015,112,0.000983
66181,18/02/2015,111.99,-0.000089
66181,19/02/2015,110.94,-0.009376
66181,20/02/2015,112.24,0.011718
66181,23/02/2015,112.28,0.000356
66181,24/02/2015,116.75,0.039811
66181,25/02/2015,116.31,-0.003769
66181,26/02/2015,115.38,-0.007996
66181,27/02/2015,114.75,-0.00546
66181,02/03/2015,116.12,0.011939
66181,03/03/2015,116.07,-0.000431
66181,04/03/2015,114.76,-0.011286
66181,05/03/2015,115.91,0.010021
66181,06/03/2015,114.45,-0.012596
66181,09/03/2015,115.25,0.00699
66181,10/03/2015,112.56,-0.023341
66181,11/03/2015,113.07,0.004531
66181,12/03/2015,116.1,0.026798
