PERMNO,date,PRC,RETX
66181,11/08/2006,33.27,-0.010116
66181,14/08/2006,33.26,-0.000301
66181,15/08/2006,34.44,0.035478
66181,16/08/2006,34.5,0.001742
66181,17/08/2006,34.72,0.006377
66181,18/08/2006,34.77,0.00144
66181,21/08/2006,34.3,-0.013517
66181,22/08/2006,34.06,-0.006997
66181,23/08/2006,33.65,-0.012038
66181,24/08/2006,33.41,-0.007132
66181,25/08/2006,33.48,0.002095
66181,28/08/2006,33.69,0.006272
66181,29/08/2006,34.09,0.011873
66181,30/08/2006,34.12,0.00088
66181,31/08/2006,34.29,0.004982
66181,01/09/2006,34.64,0.010207
66181,05/09/2006,34.77,0.003753
66181,06/09/2006,34.17,-0.017256
66181,07/09/2006,34.34,0.004975
66181,08/09/2006,34.28,-0.001747
66181,11/09/2006,35.06,0.022754
66181,12/09/2006,36.66,0.045636
66181,13/09/2006,37.17,0.013912
66181,14/09/2006,37.22,0.001345
66181,15/09/2006,37.22,0
66181,18/09/2006,36.58,-0.017195
66181,19/09/2006,36.28,-0.008201
66181,20/09/2006,36.38,0.002756
66181,21/09/2006,35.85,-0.014569
66181,22/09/2006,35.96,0.003068
66181,25/09/2006,36.58,0.017241
66181,26/09/2006,36.62,0.001093
66181,27/09/2006,36.46,-0.004369
66181,28/09/2006,36.7,0.006583
66181,29/09/2006,36.27,-0.011717
66181,02/10/2006,36.34,0.00193
66181,03/10/2006,36.83,0.013484
66181,04/10/2006,37.49,0.01792
66181,05/10/2006,37.26,-0.006135
66181,06/10/2006,37.14,-0.003221
66181,09/10/2006,37.7,0.015078
66181,10/10/2006,37.76,0.001591
66181,11/10/2006,37.92,0.004237
66181,12/10/2006,37.9,-0.000527
66181,13/10/2006,36.9,-0.026385
66181,16/10/2006,36.35,-0.014905
66181,17/10/2006,35.76,-0.016231
66181,18/10/2006,35.89,0.003635
66181,19/10/2006,35.91,0.000557
66181,20/10/2006,35.99,0.002228
66181,23/10/2006,36.24,0.006946
66181,24/10/2006,36.5,0.007174
66181,25/10/2006,36.6,0.00274
66181,26/10/2006,37.38,0.021312
66181,27/10/2006,37.07,-0.008293
66181,30/10/2006,37.25,0.004856
66181,31/10/2006,37.33,0.002148
66181,01/11/2006,37.35,0.000536
66181,02/11/2006,37.2,-0.004016
66181,03/11/2006,37.2,0
66181,06/11/2006,37.22,0.000538
66181,07/11/2006,37.23,0.000269
66181,08/11/2006,37.25,0.000537
66181,09/11/2006,36.85,-0.010738
66181,10/11/2006,36.64,-0.005699
66181,13/11/2006,36.4,-0.00655
66181,14/11/2006,37.96,0.042857
66181,15/11/2006,37.62,-0.008957
66181,16/11/2006,37.81,0.005051
66181,17/11/2006,38.28,0.012431
66181,20/11/2006,38.41,0.003396
66181,21/11/2006,37.92,-0.012757
66181,22/11/2006,38.1,0.004747
66181,24/11/2006,37.72,-0.009974
66181,27/11/2006,37.59,-0.003446
66181,28/11/2006,37.07,-0.013833
66181,29/11/2006,37.62,0.014837
66181,30/11/2006,37.97,0.009304
66181,01/12/2006,38.97,0.026337
66181,04/12/2006,39.2,0.005902
66181,05/12/2006,39.37,0.004337
66181,06/12/2006,39.92,0.01397
66181,07/12/2006,38.93,-0.0248
66181,08/12/2006,38.8,-0.003339
66181,11/12/2006,38.79,-0.000258
66181,12/12/2006,38.7,-0.00232
66181,13/12/2006,39.11,0.010594
66181,14/12/2006,39.97,0.021989
66181,15/12/2006,39.89,-0.002002
66181,18/12/2006,39.96,0.001755
66181,19/12/2006,39.64,-0.008008
66181,20/12/2006,39.13,-0.012866
66181,21/12/2006,38.91,-0.005622
66181,22/12/2006,38.89,-0.000514
66181,26/12/2006,39.06,0.004371
66181,27/12/2006,39.56,0.012801
66181,28/12/2006,39.73,0.004297
66181,29/12/2006,40.16,0.010823
66181,03/01/2007,41.07,0.022659
66181,04/01/2007,40.57,-0.012174
66181,05/01/2007,39.79,-0.019226
66181,08/01/2007,39.49,-0.00754
66181,09/01/2007,39.32,-0.004305
66181,10/01/2007,39.78,0.011699
66181,11/01/2007,40.08,0.007542
66181,12/01/2007,40.11,0.000748
66181,16/01/2007,40.29,0.004488
66181,17/01/2007,40.29,0
66181,18/01/2007,40.87,0.014396
66181,19/01/2007,40.55,-0.00783
66181,22/01/2007,40.05,-0.01233
66181,23/01/2007,40.43,0.009488
66181,24/01/2007,40.69,0.006431
66181,25/01/2007,40.09,-0.014746
66181,26/01/2007,39.94,-0.003742
66181,29/01/2007,39.91,-0.000751
66181,30/01/2007,40.17,0.006515
66181,31/01/2007,40.74,0.01419
66181,01/02/2007,41.08,0.008346
66181,02/02/2007,40.83,-0.006086
66181,05/02/2007,41.03,0.004898
66181,06/02/2007,41.27,0.005849
66181,07/02/2007,41.36,0.002181
66181,08/02/2007,41.09,-0.006528
66181,09/02/2007,41,-0.00219
66181,12/02/2007,41.44,0.010732
66181,13/02/2007,41.76,0.007722
66181,14/02/2007,41.73,-0.000718
66181,15/02/2007,41.66,-0.001677
66181,16/02/2007,41.44,-0.005281
66181,20/02/2007,41.34,-0.002413
66181,21/02/2007,41.3,-0.000968
66181,22/02/2007,41.18,-0.002906
66181,23/02/2007,40.96,-0.005342
66181,26/02/2007,40.79,-0.00415
66181,27/02/2007,39.82,-0.02378
66181,28/02/2007,39.59,-0.005776
66181,01/03/2007,39.45,-0.003536
66181,02/03/2007,39.01,-0.011153
66181,05/03/2007,38.67,-0.008716
66181,06/03/2007,38.8,0.003362
66181,07/03/2007,38.71,-0.00232
66181,08/03/2007,38.8,0.002325
66181,09/03/2007,38.67,-0.003351
66181,12/03/2007,38.17,-0.01293
66181,13/03/2007,37.35,-0.021483
66181,14/03/2007,37.56,0.005623
66181,15/03/2007,37.49,-0.001864
66181,16/03/2007,37.51,0.000533
66181,19/03/2007,37.72,0.005599
66181,20/03/2007,37.93,0.005567
66181,21/03/2007,38.74,0.021355
66181,22/03/2007,38.33,-0.010583
66181,23/03/2007,38.22,-0.00287
66181,26/03/2007,37.91,-0.008111
66181,27/03/2007,37.34,-0.015036
66181,28/03/2007,36.77,-0.015265
66181,29/03/2007,36.82,0.00136
66181,30/03/2007,36.74,-0.002173
66181,02/04/2007,36.79,0.001361
66181,03/04/2007,37.63,0.022832
66181,04/04/2007,38.11,0.012756
66181,05/04/2007,38.02,-0.002362
66181,09/04/2007,38.08,0.001578
66181,10/04/2007,38.23,0.003939
66181,11/04/2007,37.97,-0.006801
66181,12/04/2007,38.02,0.001317
66181,13/04/2007,37.89,-0.003419
66181,16/04/2007,38.56,0.017683
66181,17/04/2007,39.44,0.022822
66181,18/04/2007,39.04,-0.010142
66181,19/04/2007,38.91,-0.00333
66181,20/04/2007,39.21,0.00771
66181,23/04/2007,39.21,0
66181,24/04/2007,39.31,0.00255
66181,25/04/2007,39.5,0.004833
66181,26/04/2007,38.99,-0.012911
66181,27/04/2007,38.47,-0.013337
66181,30/04/2007,37.87,-0.015597
66181,01/05/2007,38.43,0.014787
66181,02/05/2007,38.75,0.008327
66181,03/05/2007,39.06,0.008
66181,04/05/2007,38.9,-0.004096
66181,07/05/2007,38.84,-0.001542
66181,08/05/2007,38.63,-0.005407
66181,09/05/2007,39.18,0.014238
66181,10/05/2007,38.79,-0.009954
66181,11/05/2007,38.86,0.001805
66181,14/05/2007,39.01,0.00386
66181,15/05/2007,38.3,-0.0182
66181,16/05/2007,38.37,0.001828
66181,17/05/2007,38.3,-0.001824
66181,18/05/2007,38.88,0.015144
66181,21/05/2007,38.63,-0.00643
66181,22/05/2007,38.53,-0.002589
66181,23/05/2007,38.78,0.006488
66181,24/05/2007,38.95,0.004384
66181,25/05/2007,38.38,-0.014634
66181,29/05/2007,38.65,0.007035
66181,30/05/2007,38.7,0.001294
66181,31/05/2007,38.87,0.004393
66181,01/06/2007,39.21,0.008747
66181,04/06/2007,39.8,0.015047
66181,05/06/2007,38.86,-0.023618
66181,06/06/2007,38.3,-0.014411
66181,07/06/2007,37.66,-0.01671
66181,08/06/2007,37.95,0.007701
66181,11/06/2007,37.71,-0.006324
66181,12/06/2007,37.36,-0.009281
66181,13/06/2007,37.73,0.009904
66181,14/06/2007,37.79,0.00159
66181,15/06/2007,37.95,0.004234
66181,18/06/2007,37.96,0.000263
66181,19/06/2007,38.27,0.008167
66181,20/06/2007,40.03,0.045989
66181,21/06/2007,39.95,-0.001998
66181,22/06/2007,39.36,-0.014768
66181,25/06/2007,39.18,-0.004573
66181,26/06/2007,39.15,-0.000766
66181,27/06/2007,39.76,0.015581
66181,28/06/2007,39.52,-0.006036
66181,29/06/2007,39.35,-0.004302
66181,02/07/2007,39.37,0.000508
66181,03/07/2007,39.2,-0.004318
66181,05/07/2007,39.83,0.016071
66181,06/07/2007,40.3,0.0118
66181,09/07/2007,40.23,-0.001737
66181,10/07/2007,40.25,0.000497
66181,11/07/2007,40.48,0.005714
66181,12/07/2007,40.94,0.011364
66181,13/07/2007,40.87,-0.00171
66181,16/07/2007,40.58,-0.007096
66181,17/07/2007,40.15,-0.010596
66181,18/07/2007,40.04,-0.00274
66181,19/07/2007,39.7,-0.008492
66181,20/07/2007,39.39,-0.007809
66181,23/07/2007,38.96,-0.010916
66181,24/07/2007,37.95,-0.025924
66181,25/07/2007,38.04,0.002372
66181,26/07/2007,37.3,-0.019453
66181,27/07/2007,36.75,-0.014745
66181,30/07/2007,37.81,0.028844
66181,31/07/2007,37.17,-0.016927
66181,01/08/2007,37.77,0.016142
66181,02/08/2007,37.82,0.001324
66181,03/08/2007,36.19,-0.043099
66181,06/08/2007,36.89,0.019342
66181,07/08/2007,36.4,-0.013283
66181,08/08/2007,37.8,0.038461
66181,09/08/2007,35.79,-0.053175
66181,10/08/2007,35.92,0.003632
66181,13/08/2007,35.24,-0.018931
66181,14/08/2007,33.52,-0.048808
66181,15/08/2007,33.36,-0.004773
66181,16/08/2007,32.82,-0.016187
66181,17/08/2007,33.31,0.01493
66181,20/08/2007,33.79,0.01441
66181,21/08/2007,34.3,0.015093
66181,22/08/2007,34.77,0.013703
66181,23/08/2007,34.02,-0.02157
66181,24/08/2007,34.68,0.0194
66181,27/08/2007,35.25,0.016436
66181,28/08/2007,35.05,-0.005674
66181,29/08/2007,36.55,0.042796
66181,30/08/2007,37.04,0.013406
66181,31/08/2007,38.31,0.034287
66181,04/09/2007,36.36,-0.050901
66181,05/09/2007,36.51,0.004125
66181,06/09/2007,35.22,-0.035333
66181,07/09/2007,34.21,-0.028677
66181,10/09/2007,33.81,-0.011692
66181,11/09/2007,34.87,0.031352
66181,12/09/2007,35.09,0.006309
66181,13/09/2007,35.61,0.014819
66181,14/09/2007,35.68,0.001966
66181,17/09/2007,35.38,-0.008408
66181,18/09/2007,36.36,0.027699
66181,19/09/2007,36.18,-0.004951
66181,20/09/2007,35.32,-0.02377
66181,21/09/2007,34.47,-0.024066
66181,24/09/2007,33.88,-0.017116
66181,25/09/2007,33.08,-0.023613
66181,26/09/2007,32.99,-0.002721
66181,27/09/2007,32.76,-0.006972
66181,28/09/2007,32.44,-0.009768
66181,01/10/2007,33.16,0.022195
66181,02/10/2007,33.36,0.006031
66181,03/10/2007,33.87,0.015288
66181,04/10/2007,33.74,-0.003838
66181,05/10/2007,34.22,0.014226
66181,08/10/2007,33.93,-0.008475
66181,09/10/2007,33.8,-0.003831
66181,10/10/2007,33.65,-0.004438
66181,11/10/2007,33.43,-0.006538
66181,12/10/2007,33.44,0.000299
66181,15/10/2007,33.01,-0.012859
66181,16/10/2007,32.51,-0.015147
66181,17/10/2007,31.78,-0.022455
66181,18/10/2007,31.68,-0.003147
66181,19/10/2007,30.76,-0.02904
66181,22/10/2007,30.88,0.003901
66181,23/10/2007,30.92,0.001295
66181,24/10/2007,30.88,-0.001294
66181,25/10/2007,30.7,-0.005829
66181,26/10/2007,31.35,0.021173
66181,29/10/2007,31.4,0.001595
66181,30/10/2007,31.46,0.001911
66181,31/10/2007,31.51,0.001589
66181,01/11/2007,30.69,-0.026023
66181,02/11/2007,30.4,-0.009449
66181,05/11/2007,29.8,-0.019737
66181,06/11/2007,30.06,0.008725
66181,07/11/2007,29.34,-0.023952
66181,08/11/2007,29.09,-0.008521
66181,09/11/2007,28.05,-0.035751
66181,12/11/2007,28.46,0.014617
66181,13/11/2007,29.12,0.023191
66181,14/11/2007,29.03,-0.003091
66181,15/11/2007,28.98,-0.001722
66181,16/11/2007,29.07,0.003106
66181,19/11/2007,28.19,-0.030272
66181,20/11/2007,28.5,0.010997
66181,21/11/2007,28.05,-0.01579
66181,23/11/2007,28.95,0.032086
66181,26/11/2007,27.49,-0.050432
66181,27/11/2007,27.15,-0.012368
66181,28/11/2007,28.27,0.041252
66181,29/11/2007,27.88,-0.013796
66181,30/11/2007,28.56,0.02439
66181,03/12/2007,28.49,-0.002451
66181,04/12/2007,28.79,0.01053
66181,05/12/2007,28.97,0.006252
66181,06/12/2007,29.49,0.01795
66181,07/12/2007,29.49,0
66181,10/12/2007,29.59,0.003391
66181,11/12/2007,28.4,-0.040216
66181,12/12/2007,28.49,0.003169
66181,13/12/2007,27.64,-0.029835
66181,14/12/2007,26.63,-0.036541
66181,17/12/2007,25.94,-0.025911
66181,18/12/2007,26.47,0.020432
66181,19/12/2007,26.24,-0.008689
66181,20/12/2007,26.27,0.001143
66181,21/12/2007,26.66,0.014846
66181,24/12/2007,27.01,0.013128
66181,26/12/2007,26.99,-0.00074
66181,27/12/2007,26.77,-0.008151
66181,28/12/2007,26.68,-0.003362
66181,31/12/2007,26.94,0.009745
66181,02/01/2008,26.11,-0.030809
66181,03/01/2008,25.82,-0.011107
66181,04/01/2008,24.96,-0.033308
66181,07/01/2008,25.37,0.016426
66181,08/01/2008,24.74,-0.024833
66181,09/01/2008,24.73,-0.000404
66181,10/01/2008,25.28,0.02224
66181,11/01/2008,24.71,-0.022548
66181,14/01/2008,25.39,0.027519
66181,15/01/2008,25.37,-0.000788
66181,16/01/2008,26.34,0.038234
66181,17/01/2008,26.25,-0.003417
66181,18/01/2008,26.28,0.001143
66181,22/01/2008,28.2,0.073059
66181,23/01/2008,29.95,0.062057
66181,24/01/2008,29.56,-0.013022
66181,25/01/2008,28.53,-0.034844
66181,28/01/2008,29.14,0.021381
66181,29/01/2008,29.71,0.019561
66181,30/01/2008,29.38,-0.011107
66181,31/01/2008,30.64,0.042886
66181,01/02/2008,30.45,-0.006201
66181,04/02/2008,29.35,-0.036125
66181,05/02/2008,27.99,-0.046337
66181,06/02/2008,27.65,-0.012147
66181,07/02/2008,28.4,0.027125
66181,08/02/2008,27.97,-0.015141
66181,11/02/2008,28.69,0.025742
66181,12/02/2008,28.38,-0.010805
66181,13/02/2008,28.34,-0.001409
66181,14/02/2008,27.51,-0.029287
66181,15/02/2008,27.52,0.000364
66181,19/02/2008,27.31,-0.007631
66181,20/02/2008,27.72,0.015013
66181,21/02/2008,27.39,-0.011905
66181,22/02/2008,27.77,0.013874
66181,25/02/2008,28.82,0.037811
66181,26/02/2008,28.83,0.000347
66181,27/02/2008,28.91,0.002775
66181,28/02/2008,27.71,-0.041508
66181,29/02/2008,26.55,-0.041862
66181,03/03/2008,27.09,0.020339
66181,04/03/2008,26.87,-0.008121
66181,05/03/2008,26.76,-0.004094
66181,06/03/2008,25.76,-0.037369
66181,07/03/2008,25.88,0.004658
66181,10/03/2008,25,-0.034003
66181,11/03/2008,26.2,0.048
66181,12/03/2008,26.13,-0.002672
66181,13/03/2008,26.48,0.013395
66181,14/03/2008,25.75,-0.027568
66181,17/03/2008,25.7,-0.001942
66181,18/03/2008,27.19,0.057977
66181,19/03/2008,26.84,-0.012872
66181,20/03/2008,28.06,0.045455
66181,24/03/2008,29.26,0.042766
66181,25/03/2008,28.76,-0.017088
66181,26/03/2008,28.16,-0.020862
66181,27/03/2008,27.79,-0.013139
66181,28/03/2008,27.38,-0.014754
66181,31/03/2008,27.97,0.021549
66181,01/04/2008,29.49,0.054344
66181,02/04/2008,29.16,-0.01119
66181,03/04/2008,29.22,0.002058
66181,04/04/2008,28.79,-0.014716
66181,07/04/2008,28.5,-0.010073
66181,08/04/2008,28.18,-0.011228
66181,09/04/2008,27.67,-0.018098
66181,10/04/2008,28.38,0.02566
66181,11/04/2008,28.17,-0.0074
66181,14/04/2008,27.91,-0.00923
66181,15/04/2008,27.93,0.000717
66181,16/04/2008,28.02,0.003222
66181,17/04/2008,28.12,0.003569
66181,18/04/2008,28.68,0.019915
66181,21/04/2008,28.98,0.01046
66181,22/04/2008,28.52,-0.015873
66181,23/04/2008,28.13,-0.013675
66181,24/04/2008,28.92,0.028084
66181,25/04/2008,29.78,0.029737
66181,28/04/2008,29.73,-0.001679
66181,29/04/2008,29.36,-0.012445
66181,30/04/2008,28.8,-0.019074
66181,01/05/2008,29.87,0.037153
66181,02/05/2008,30.12,0.00837
66181,05/05/2008,29.37,-0.0249
66181,06/05/2008,29.28,-0.003064
66181,07/05/2008,28.56,-0.02459
66181,08/05/2008,27.92,-0.022409
66181,09/05/2008,27.98,0.002149
66181,12/05/2008,28.64,0.023588
66181,13/05/2008,28.75,0.003841
66181,14/05/2008,29.12,0.01287
66181,15/05/2008,29.53,0.01408
66181,16/05/2008,29.1,-0.014561
66181,19/05/2008,28.87,-0.007904
66181,20/05/2008,27.37,-0.051957
66181,21/05/2008,26.93,-0.016076
66181,22/05/2008,26.91,-0.000743
66181,23/05/2008,26.77,-0.005203
66181,27/05/2008,27.28,0.019051
66181,28/05/2008,27.43,0.005499
66181,29/05/2008,27.71,0.010208
66181,30/05/2008,27.36,-0.012631
66181,02/06/2008,27.16,-0.00731
66181,03/06/2008,27.09,-0.002577
66181,04/06/2008,27.18,0.003322
66181,05/06/2008,27.91,0.026858
66181,06/06/2008,27.18,-0.026155
66181,09/06/2008,26.54,-0.023547
66181,10/06/2008,26.71,0.006405
66181,11/06/2008,25.91,-0.029951
66181,12/06/2008,26.48,0.021999
66181,13/06/2008,27.53,0.039653
66181,16/06/2008,27.5,-0.00109
66181,17/06/2008,26.87,-0.022909
66181,18/06/2008,26.55,-0.011909
66181,19/06/2008,27.18,0.023729
66181,20/06/2008,26.25,-0.034216
66181,23/06/2008,25.06,-0.045333
66181,24/06/2008,25.31,0.009976
66181,25/06/2008,25.47,0.006322
66181,26/06/2008,24.66,-0.031802
66181,27/06/2008,24.02,-0.025953
66181,30/06/2008,23.42,-0.024979
66181,01/07/2008,23.21,-0.008967
66181,02/07/2008,22.52,-0.029729
66181,03/07/2008,22.54,0.000888
66181,07/07/2008,22.32,-0.00976
66181,08/07/2008,23.04,0.032258
66181,09/07/2008,22.37,-0.02908
66181,10/07/2008,21.87,-0.022351
66181,11/07/2008,21.58,-0.01326
66181,14/07/2008,21.53,-0.002317
66181,15/07/2008,21.46,-0.003251
66181,16/07/2008,22.68,0.05685
66181,17/07/2008,23.38,0.030864
66181,18/07/2008,23.44,0.002566
66181,21/07/2008,23.12,-0.013652
66181,22/07/2008,23.95,0.0359
66181,23/07/2008,25.03,0.045094
66181,24/07/2008,24.02,-0.040352
66181,25/07/2008,23.8,-0.009159
66181,28/07/2008,23.16,-0.026891
66181,29/07/2008,24.33,0.050518
66181,30/07/2008,23.74,-0.02425
66181,31/07/2008,23.83,0.003791
66181,01/08/2008,23.9,0.002937
66181,04/08/2008,23.89,-0.000418
66181,05/08/2008,24.89,0.041859
66181,06/08/2008,24.9,0.000402
66181,07/08/2008,24.48,-0.016867
66181,08/08/2008,26.37,0.077206
66181,11/08/2008,27.51,0.043231
66181,12/08/2008,27.48,-0.001091
66181,13/08/2008,26.52,-0.034934
66181,14/08/2008,27.17,0.02451
66181,15/08/2008,27.53,0.01325
66181,18/08/2008,26.96,-0.020705
66181,19/08/2008,25.96,-0.037092
66181,20/08/2008,25.97,0.000385
66181,21/08/2008,26.57,0.023104
66181,22/08/2008,27.11,0.020324
66181,25/08/2008,26.56,-0.020288
66181,26/08/2008,27.02,0.017319
66181,27/08/2008,27.17,0.005551
66181,28/08/2008,27.42,0.009201
66181,29/08/2008,27.12,-0.010941
66181,02/09/2008,28.07,0.035029
66181,03/09/2008,29.33,0.044888
66181,04/09/2008,28.57,-0.025912
66181,05/09/2008,28.59,0.0007
66181,08/09/2008,30.16,0.054914
66181,09/09/2008,29.15,-0.033488
66181,10/09/2008,29.1,-0.001715
66181,11/09/2008,29.5,0.013746
66181,12/09/2008,28.8,-0.023729
66181,15/09/2008,28.5,-0.010417
66181,16/09/2008,27.58,-0.032281
66181,17/09/2008,25.62,-0.071066
66181,18/09/2008,26.95,0.051913
66181,19/09/2008,27.37,0.015584
66181,22/09/2008,25.62,-0.063939
66181,23/09/2008,25.26,-0.014052
66181,24/09/2008,25.02,-0.009501
66181,25/09/2008,25.8,0.031175
66181,26/09/2008,26.46,0.025581
66181,29/09/2008,24.99,-0.055556
66181,30/09/2008,25.89,0.036014
66181,01/10/2008,25.92,0.001159
66181,02/10/2008,24.86,-0.040895
66181,03/10/2008,23.81,-0.042237
66181,06/10/2008,22.82,-0.041579
66181,07/10/2008,21.89,-0.040754
66181,08/10/2008,21.17,-0.032892
66181,09/10/2008,19.93,-0.058573
66181,10/10/2008,19.75,-0.009032
66181,13/10/2008,21.71,0.09924
66181,14/10/2008,21.07,-0.029479
66181,15/10/2008,19.83,-0.058851
66181,16/10/2008,19.7,-0.006556
66181,17/10/2008,20.21,0.025888
66181,20/10/2008,20.78,0.028204
66181,21/10/2008,20.52,-0.012512
66181,22/10/2008,19.47,-0.05117
66181,23/10/2008,19.06,-0.021058
66181,24/10/2008,18.51,-0.028856
66181,27/10/2008,18.91,0.02161
66181,28/10/2008,21.57,0.140666
66181,29/10/2008,21.65,0.003709
66181,30/10/2008,22.72,0.049423
66181,31/10/2008,23.59,0.038292
66181,03/11/2008,22.22,-0.058075
66181,04/11/2008,23.39,0.052655
66181,05/11/2008,22.15,-0.053014
66181,06/11/2008,20.93,-0.055079
66181,07/11/2008,21.06,0.006211
66181,10/11/2008,20.74,-0.015195
66181,11/11/2008,20.51,-0.01109
66181,12/11/2008,19.8,-0.034617
66181,13/11/2008,22.23,0.122727
66181,14/11/2008,20.54,-0.076023
66181,17/11/2008,20,-0.02629
66181,18/11/2008,20.71,0.0355
66181,19/11/2008,19.76,-0.045872
66181,20/11/2008,18.52,-0.062753
66181,21/11/2008,19.29,0.041577
66181,24/11/2008,21.42,0.11042
66181,25/11/2008,22.25,0.038749
66181,26/11/2008,23.55,0.058427
66181,28/11/2008,23.11,-0.018684
66181,01/12/2008,21.21,-0.082216
66181,02/12/2008,21.85,0.030175
66181,03/12/2008,22.76,0.041648
66181,04/12/2008,23.22,0.020211
66181,05/12/2008,24.4,0.050818
66181,08/12/2008,24.25,-0.006148
66181,09/12/2008,23.2,-0.043299
66181,10/12/2008,24.29,0.046983
66181,11/12/2008,22.99,-0.05352
66181,12/12/2008,23.47,0.020879
66181,15/12/2008,23.41,-0.002556
66181,16/12/2008,24.32,0.038872
66181,17/12/2008,24.7,0.015625
66181,18/12/2008,24.45,-0.010121
66181,19/12/2008,24.22,-0.009407
66181,22/12/2008,23.73,-0.020231
66181,23/12/2008,23.62,-0.004635
66181,24/12/2008,23.73,0.004657
66181,26/12/2008,23.56,-0.007164
66181,29/12/2008,23.36,-0.008489
66181,30/12/2008,23.11,-0.010702
66181,31/12/2008,23.02,-0.003894
66181,02/01/2009,24.13,0.048219
66181,05/01/2009,24.71,0.024036
66181,06/01/2009,25.26,0.022258
66181,07/01/2009,24.57,-0.027316
66181,08/01/2009,24.39,-0.007326
66181,09/01/2009,23.86,-0.02173
66181,12/01/2009,22.97,-0.037301
66181,13/01/2009,22.51,-0.020026
66181,14/01/2009,21.91,-0.026655
66181,15/01/2009,22.81,0.041077
66181,16/01/2009,23.2,0.017098
66181,20/01/2009,21.99,-0.052155
66181,21/01/2009,22.28,0.013188
66181,22/01/2009,21.97,-0.013914
66181,23/01/2009,21.72,-0.011379
66181,26/01/2009,22.73,0.046501
66181,27/01/2009,22.12,-0.026837
66181,28/01/2009,23,0.039783
66181,29/01/2009,22,-0.043478
66181,30/01/2009,21.53,-0.021364
66181,02/02/2009,21.57,0.001858
66181,03/02/2009,21.92,0.016226
66181,04/02/2009,21.73,-0.008668
66181,05/02/2009,22.4,0.030833
66181,06/02/2009,23.53,0.050446
66181,09/02/2009,23.09,-0.0187
66181,10/02/2009,22.21,-0.038112
66181,11/02/2009,22.14,-0.003152
66181,12/02/2009,21.98,-0.007227
66181,13/02/2009,21.22,-0.034577
66181,17/02/2009,19.94,-0.06032
66181,18/02/2009,19.8,-0.007021
66181,19/02/2009,20.16,0.018182
66181,20/02/2009,19.46,-0.034722
66181,23/02/2009,18.71,-0.038541
66181,24/02/2009,20.67,0.104757
66181,25/02/2009,20.31,-0.017417
66181,26/02/2009,20.64,0.016248
66181,27/02/2009,20.89,0.012112
66181,02/03/2009,19.92,-0.046434
66181,03/03/2009,18.89,-0.051707
66181,04/03/2009,19.01,0.006353
66181,05/03/2009,18.15,-0.045239
66181,06/03/2009,18,-0.008264
66181,09/03/2009,18.23,0.012778
66181,10/03/2009,19.42,0.065277
66181,11/03/2009,19.68,0.013388
66181,12/03/2009,20.33,0.033028
66181,13/03/2009,20.71,0.018692
66181,16/03/2009,20.14,-0.027523
66181,17/03/2009,21.48,0.066534
66181,18/03/2009,22.58,0.05121
66181,19/03/2009,22.44,-0.0062
66181,20/03/2009,22.16,-0.012478
66181,23/03/2009,23.25,0.049188
66181,24/03/2009,22.95,-0.012903
66181,25/03/2009,23.28,0.014379
66181,26/03/2009,24.14,0.036942
66181,27/03/2009,23.63,-0.021127
66181,30/03/2009,23.38,-0.01058
66181,31/03/2009,23.56,0.007699
66181,01/04/2009,23.83,0.01146
66181,02/04/2009,24.77,0.039446
66181,03/04/2009,25,0.009285
66181,06/04/2009,24.85,-0.006
66181,07/04/2009,24.37,-0.019316
66181,08/04/2009,25.12,0.030776
66181,09/04/2009,25.9,0.031051
66181,13/04/2009,25.96,0.002317
66181,14/04/2009,25.34,-0.023883
66181,15/04/2009,25.67,0.013023
66181,16/04/2009,25.97,0.011687
66181,17/04/2009,26.1,0.005006
66181,20/04/2009,25.15,-0.036398
66181,21/04/2009,25.87,0.028628
66181,22/04/2009,26.17,0.011596
66181,23/04/2009,25.76,-0.015667
66181,24/04/2009,26.31,0.021351
66181,27/04/2009,25.88,-0.016344
66181,28/04/2009,26.07,0.007342
66181,29/04/2009,26.34,0.010357
66181,30/04/2009,26.32,-0.000759
66181,01/05/2009,25.77,-0.020897
66181,04/05/2009,26.21,0.017074
66181,05/05/2009,26.19,-0.000763
66181,06/05/2009,26.04,-0.005727
66181,07/05/2009,25.61,-0.016513
66181,08/05/2009,25.5,-0.004295
66181,11/05/2009,24.93,-0.022353
66181,12/05/2009,24.64,-0.011633
66181,13/05/2009,24.83,0.007711
66181,14/05/2009,24.53,-0.012082
66181,15/05/2009,24.4,-0.0053
66181,18/05/2009,26.02,0.066393
66181,19/05/2009,24.63,-0.05342
66181,20/05/2009,23.83,-0.032481
66181,21/05/2009,22.89,-0.039446
66181,22/05/2009,22.86,-0.001311
66181,26/05/2009,23.8,0.04112
66181,27/05/2009,23.33,-0.019748
66181,28/05/2009,22.7,-0.027004
66181,29/05/2009,23.16,0.020264
66181,01/06/2009,24.16,0.043178
66181,02/06/2009,24.5,0.014073
66181,03/06/2009,24.37,-0.005306
66181,04/06/2009,24.57,0.008207
66181,05/06/2009,24.17,-0.01628
66181,08/06/2009,24.56,0.016136
66181,09/06/2009,24.35,-0.00855
66181,10/06/2009,24.39,0.001643
66181,11/06/2009,24.23,-0.00656
66181,12/06/2009,24.15,-0.003302
66181,15/06/2009,23.85,-0.012422
66181,16/06/2009,23.2,-0.027254
66181,17/06/2009,23.65,0.019397
